,tweet_id,text,rating_numerator,rating_denominator,name,is_duplicated_x,source,date,time,dogs_stage,jpg_url,img_num,first_predict,first_predict_confidence,first_predict_is_dog,second_predict,second_predict_confidence,second_predict_is_dog,third_predict,third_predict_confidence,third_predict_is_dog,is_duplicated_y,favorites,retweets,is_duplicated
0,892420643555336193,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,13,10,Phineas,False,Twitter for iPhone,2017-08-01,16:23:56,,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,1,orange,0.0970486,False,bagel,0.08585110000000001,False,banana,0.07611,False,False,39467,8853,False
1,892177421306343426,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",13,10,Tilly,False,Twitter for iPhone,2017-08-01,00:17:27,,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,1,Chihuahua,0.323581,True,Pekinese,0.0906465,True,papillon,0.0689569,True,False,33819,6514,False
2,891815181378084864,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,12,10,Archie,False,Twitter for iPhone,2017-07-31,00:18:03,,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,1,Chihuahua,0.716012,True,malamute,0.078253,True,kelpie,0.0313789,True,False,25461,4328,False
3,891689557279858688,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,13,10,Darla,False,Twitter for iPhone,2017-07-30,15:58:51,,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,1,paper towel,0.17027799999999998,False,Labrador retriever,0.168086,True,spatula,0.0408359,False,False,42908,8964,False
4,891327558926688256,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",12,10,Franklin,False,Twitter for iPhone,2017-07-29,16:00:24,,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,2,basset,0.555712,True,English springer,0.22577,True,German short-haired pointer,0.175219,True,False,41048,9774,False
5,891087950875897856,Here we have a majestic great white breaching off South Africa's coast. Absolutely h*ckin breathtaking. 13/10 (IG: tucker_marlo) #BarkWeek https://t.co/kQ04fDDRmh,13,10,None,False,Twitter for iPhone,2017-07-29,00:08:17,,https://pbs.twimg.com/media/DF3HwyEWsAABqE6.jpg,1,Chesapeake Bay retriever,0.425595,True,Irish terrier,0.116317,True,Indian elephant,0.07690219999999999,False,False,20562,3261,False
6,890971913173991426,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",13,10,Jax,False,Twitter for iPhone,2017-07-28,16:27:12,,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,1,Appenzeller,0.34170300000000003,True,Border collie,0.199287,True,ice lolly,0.193548,False,False,12041,2158,False
7,890729181411237888,When you watch your owner call another dog a good boy but then they turn back to you and say you're a great boy. 13/10 https://t.co/v0nONBcwxq,13,10,None,False,Twitter for iPhone,2017-07-28,00:22:40,,https://pbs.twimg.com/media/DFyBahAVwAAhUTd.jpg,2,Pomeranian,0.566142,True,Eskimo dog,0.17840599999999998,True,Pembroke,0.0765069,True,False,56848,16716,False
8,890609185150312448,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,13,10,Zoey,False,Twitter for iPhone,2017-07-27,16:25:51,,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,1,Irish terrier,0.487574,True,Irish setter,0.193054,True,Chesapeake Bay retriever,0.118184,True,False,28226,4429,False
9,890240255349198849,This is Cassie. She is a college pup. Studying international doggo communication and stick theory. 14/10 so elegant much sophisticate https://t.co/t1bfwz5S2A,14,10,Cassie,False,Twitter for iPhone,2017-07-26,15:59:51,doggo,https://pbs.twimg.com/media/DFrEyVuW0AAO3t9.jpg,1,Pembroke,0.511319,True,Cardigan,0.451038,True,Chihuahua,0.0292482,True,False,32467,7711,False
10,890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,False,Twitter for iPhone,2017-07-26,00:31:25,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,False,31166,7624,False
11,889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,False,Twitter for iPhone,2017-07-25,16:11:53,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French bulldog,0.377417,True,Labrador retriever,0.151317,True,muzzle,0.0829811,False,False,28268,5156,False
12,889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,None,False,Twitter for iPhone,2017-07-25,01:55:32,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,False,38818,8538,False
13,889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,False,Twitter for iPhone,2017-07-25,00:10:02,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire bullterrier,0.00149818,True,False,27672,4735,False
14,889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,False,Twitter for iPhone,2017-07-24,17:02:04,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden retriever,0.953442,True,Labrador retriever,0.0138341,True,redbone,0.00795775,True,False,15359,2321,False
15,889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,False,Twitter for iPhone,2017-07-24,00:19:32,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,False,25652,5637,False
16,888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,False,Twitter for iPhone,2017-07-23,00:22:39,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden retriever,0.714719,True,Tibetan mastiff,0.120184,True,Labrador retriever,0.105506,True,False,29611,4709,False
17,888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,False,Twitter for iPhone,2017-07-22,16:56:37,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden retriever,0.46976,True,Labrador retriever,0.184172,True,English setter,0.0734817,True,False,26080,4559,False
18,888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,False,Twitter for iPhone,2017-07-22,00:23:06,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian husky,0.700377,True,Eskimo dog,0.166511,True,malamute,0.111411,True,False,20290,3732,False
19,888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,False,Twitter for iPhone,2017-07-20,16:49:33,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French bulldog,0.995026,True,pug,0.000931908,True,bull mastiff,0.000903211,True,False,22201,3653,False
20,887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,False,Twitter for iPhone,2017-07-19,16:06:48,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,False,30779,5609,False
21,887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,such,False,Twitter for iPhone,2017-07-19,03:39:09,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,limousine,0.130432,False,tow truck,0.0291754,False,shopping cart,0.0263208,False,False,46959,12082,False
22,887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,False,Twitter for iPhone,2017-07-19,00:47:34,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian ridgeback,0.05495,True,beagle,0.0389148,True,False,69871,18781,False
23,887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,None,False,Twitter for iPhone,2017-07-18,16:08:03,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican hairless,0.330741,True,sea lion,0.275645,False,Weimaraner,0.134203,True,False,34222,10737,False
24,887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,None,False,Twitter for iPhone,2017-07-18,00:07:08,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo dog,0.0350295,True,Staffordshire bullterrier,0.029704700000000007,True,False,31061,6167,False
25,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,False,Twitter for iPhone,2017-07-17,16:17:36,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,0.793469,True,toy terrier,0.143528,True,can opener,0.0322529,False,False,35859,8084,False
26,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,False,Twitter for iPhone,2017-07-16,23:58:41,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,Great Pyrenees,0.186136,True,Dandie Dinmont,0.08634630000000001,True,False,12306,3443,False
27,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,False,Twitter for iPhone,2017-07-16,20:14:00,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,convertible,0.738995,False,sports car,0.139952,False,car wheel,0.0441727,False,False,22798,4610,False
28,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,False,Twitter for iPhone,2017-07-15,23:25:31,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston bull,7.55616e-05,True,False,21524,3316,False
29,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,False,Twitter for iPhone,2017-07-15,16:17:19,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,0.943575,True,shower cap,0.0252856,False,Siamese cat,0.00284892,False,False,28469,6523,False
30,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,False,Twitter for iPhone,2017-07-14,22:10:11,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese mountain dog,0.00623915,True,False,33382,7097,False
31,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,False,Twitter for iPhone,2017-07-13,15:58:47,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,Labrador retriever,0.265835,True,kuvasz,0.134697,True,False,36689,6683,False
32,885311592912609280,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13,10,Lilly,False,Twitter for iPhone,2017-07-13,01:35:06,,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,1,Labrador retriever,0.908703,True,seat belt,0.0570909,False,pug,0.0119335,True,False,0,19297,False
33,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,False,Twitter for iPhone,2017-07-12,16:03:00,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,Siberian husky,0.0717125,True,Eskimo dog,0.0557697,True,False,22367,4556,False
34,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,False,Twitter for iPhone,2017-07-12,00:01:00,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian greyhound,0.259916,True,American Staffordshire terrier,0.198451,True,Staffordshire bullterrier,0.127725,True,False,68152,16439,False
35,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,False,Twitter for iPhone,2017-07-11,20:47:12,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,Norwich terrier,0.106075,True,Norfolk terrier,0.0373485,True,False,28514,6096,False
36,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,False,Twitter for iPhone,2017-07-11,00:00:02,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,French bulldog,0.404291,True,Brabancon griffon,0.0440019,True,False,24765,5100,False
37,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,False,Twitter for iPhone,2017-07-10,15:58:53,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,False,27478,5856,False
38,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,False,Twitter for iPhone,2017-07-09,21:29:42,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German shepherd,0.707046,True,malinois,0.199396,True,Norwegian elkhound,0.0491476,True,False,20771,3128,False
39,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,False,Twitter for iPhone,2017-07-09,00:00:04,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,miniature pinscher,0.299603,True,kelpie,0.0630203,True,False,22349,3586,False
40,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,False,Twitter for iPhone,2017-07-08,00:28:19,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden retriever,0.943082,True,Labrador retriever,0.032409,True,kuvasz,0.00550072,True,False,46860,10407,False
41,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,False,Twitter for iPhone,2017-07-07,16:22:55,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,Tibetan mastiff,0.00709872,True,Newfoundland,0.00214033,True,False,22986,3825,False
42,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,False,Twitter for iPhone,2017-07-07,00:17:54,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden retriever,0.949562,True,Labrador retriever,0.045947900000000014,True,kuvasz,0.00247094,True,False,37914,6949,False
43,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,False,Twitter for iPhone,2017-07-06,15:58:11,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo dog,0.466778,True,Siberian husky,0.406044,True,dingo,0.07341439999999999,False,False,24445,4122,False
44,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,False,Twitter for iPhone,2017-07-06,00:46:41,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador retriever,0.85005,True,Chesapeake Bay retriever,0.074257,True,flat-coated retriever,0.015579399999999997,True,False,28903,5134,False
45,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,False,Twitter for iPhone,2017-07-05,15:48:34,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,False,28382,6342,False
46,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,False,Twitter for iPhone,2017-07-04,16:01:23,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden retriever,0.762211,True,Labrador retriever,0.0989849,True,cocker spaniel,0.0171995,True,False,45880,12118,False
47,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,False,Twitter for iPhone,2017-07-04,01:18:17,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,web site,0.949591,False,dhole,0.0173258,False,golden retriever,0.00694063,True,False,29900,5203,False
48,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,False,Twitter for iPhone,2017-07-03,16:04:48,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,Chesapeake Bay retriever,0.278966,True,koala,0.12701700000000002,False,False,24773,3533,False
